# 도서산간 우편번호 시드 — 출처: 택배사 공통 기준표(campaignus/imweb 게시본, 2026-07-20 확인)
# 원본 오탈자 보정 2건: '경남 통영 54000'→전북 군산 섬지역, '전남 신안 28826'→58826
# 연륙교 연결 지역은 미포함 — 목록에 없으면 일반 판정 (추가비 과청구 방지 원칙)
# 교차 검증 2026-07-20: 독립 출처(도매꾹 지역표) 표본 12개 중 11개 일치. 차이는 15654(대부도·연륙교)뿐 — 위 원칙과 일치
# 공식 단일 출처 부재 확인 (CJ·우체국 미공개). 택배사 계약 확정 시 해당 사 기준표로 최종 정렬 예정
zip_code,kind,region_name
58839,island,전남 신안 섬지역
58840,island,전남 신안 섬지역
58841,island,전남 신안 섬지역
58842,island,전남 신안 섬지역
58843,island,전남 신안 섬지역
58844,island,전남 신안 섬지역
58845,island,전남 신안 섬지역
58846,island,전남 신안 섬지역
58847,island,전남 신안 섬지역
58848,island,전남 신안 섬지역
58849,island,전남 신안 섬지역
58850,island,전남 신안 섬지역
58851,island,전남 신안 섬지역
58852,island,전남 신안 섬지역
58853,island,전남 신안 섬지역
58854,island,전남 신안 섬지역
58855,island,전남 신안 섬지역
58856,island,전남 신안 섬지역
58857,island,전남 신안 섬지역
58858,island,전남 신안 섬지역
58859,island,전남 신안 섬지역
58860,island,전남 신안 섬지역
58861,island,전남 신안 섬지역
58862,island,전남 신안 섬지역
58863,island,전남 신안 섬지역
58864,island,전남 신안 섬지역
58865,island,전남 신안 섬지역
58866,island,전남 신안 섬지역
58953,island,전남 진도 섬지역
58954,island,전남 진도 섬지역
58955,island,전남 진도 섬지역
58956,island,전남 진도 섬지역
58957,island,전남 진도 섬지역
58958,island,전남 진도 섬지역
59102,island,전남 완도 섬지역
59103,island,전남 완도 섬지역
59106,island,전남 완도 섬지역
59127,island,전남 완도 섬지역
59129,island,전남 완도 섬지역
59137,island,전남 완도 섬지역
59138,island,전남 완도 섬지역
59139,island,전남 완도 섬지역
59140,island,전남 완도 섬지역
59141,island,전남 완도 섬지역
59142,island,전남 완도 섬지역
59143,island,전남 완도 섬지역
59144,island,전남 완도 섬지역
59145,island,전남 완도 섬지역
59146,island,전남 완도 섬지역
59147,island,전남 완도 섬지역
59148,island,전남 완도 섬지역
59149,island,전남 완도 섬지역
59150,island,전남 완도 섬지역
59151,island,전남 완도 섬지역
59152,island,전남 완도 섬지역
59153,island,전남 완도 섬지역
59154,island,전남 완도 섬지역
59155,island,전남 완도 섬지역
59156,island,전남 완도 섬지역
59157,island,전남 완도 섬지역
59158,island,전남 완도 섬지역
59159,island,전남 완도 섬지역
59160,island,전남 완도 섬지역
59161,island,전남 완도 섬지역
59162,island,전남 완도 섬지역
59163,island,전남 완도 섬지역
59164,island,전남 완도 섬지역
59165,island,전남 완도 섬지역
59166,island,전남 완도 섬지역
59650,island,전남 여수 섬지역
59766,island,전남 여수 섬지역
59781,island,전남 여수 섬지역
59782,island,전남 여수 섬지역
59783,island,전남 여수 섬지역
59784,island,전남 여수 섬지역
59785,island,전남 여수 섬지역
59786,island,전남 여수 섬지역
59787,island,전남 여수 섬지역
59788,island,전남 여수 섬지역
59789,island,전남 여수 섬지역
59790,island,전남 여수 섬지역
